,Info,Name-PGN-Site,PGN File,NameForJSON,First Name,Last Name,Wiki-FirstName,Wiki Name,Birth Date,Death Date,Year Grandmaster,Country,Wikipedia Page,Name For Wiki Search,Wikipedia Search Link,Wiki Search Results,First Wiki Result,wiki_url,wiki_summary,Wiki Page Title
112,"Joel Lautier, 1796 games",Joel Lautier,Lautier.pgn,Lautier,Joel,Lautier,Joël,Joël Lautier ,1973-04-12,,1990-01-01, France,,Joel+Lautier+chess,https://en.wikipedia.org/w/index.php?search=Joel+Lautier+chess,"['Joël Lautier', 'Chess World Cup 2005', 'Igor Miladinović', 'Cinématon', 'FIDE World Chess Championship 1999', 'Gilberto Hernández Guerrero', 'Chantal Chaudé de Silans', 'Vadim Milov', 'Tomasz Markowski (chess player)', 'Alexey Vyzmanavin']",Joël Lautier,https://en.wikipedia.org/wiki/Jo%C3%ABl_Lautier,"Joël Lautier (French pronunciation: ​[ʒo.ɛl loˈtje]; born 12 April 1973, Scarborough, Canada) is a French chess grandmaster and FIDE Senior Trainer (2006).
Lautier won the 1988 World Junior Chess Championship on tiebreak at Adelaide, and the French Chess Championships in 2004 and 2005. He was the No. 2 French GM in 2005 after Étienne Bacrot.
Lautier first received world attention in 1986 in San Juan, Puerto Rico, where at the age of 13 he won the Under-14 World Championship ahead of Sofia Polgar and Judit Polgár, who both tied for second.",Joël Lautier
113,"Le Quang Liem, 1153 games",Le Quang Liem,Le.pgn,Le,Le,Quang Liem,Lê,Lê Quang Liêm ,1991-03-13,,2006-01-01, Vietnam,,Le+Quang+Liem+chess,https://en.wikipedia.org/w/index.php?search=Le+Quang+Liem+chess,"['Lê Quang Liêm', 'Phạm Lê Thảo Nguyên', 'Konstantin Chernyshov', 'Lệ Thủy District', 'Asian Chess Championship', 'Subramanian Arun Prasad', 'Vasif Durarbayli', 'Lí (surname 黎)', 'Susanto Megaranto', 'Nguyễn Ngọc Trường Sơn']",Lê Quang Liêm,https://en.wikipedia.org/wiki/L%C3%AA_Quang_Li%C3%AAm,"Lê Quang Liêm (born 13 March 1991) is a Vietnamese chess grandmaster and the 2013 World Blitz Chess Champion. He was the Under-14 World Youth Chess Champion in July 2005. He competed for Vietnam at the Chess Olympiads in 2006, 2008, 2010,2012, 2014 and 2016 . In particular, his 8/10 score on board 1 at the 2012 Chess Olympiad anchored the Vietnamese men's team to No. 7 in the final standing, the highest ever for Vietnam. Vietnam entered the Olympiad ranked No. 27. As of the January 2012 FIDE rankings, he was the 29th ranked active player in the world. He is currently the number-one ranked player in Vietnam.",Lê Quang Liêm
114,"Peter Leko, 2406 games",Peter Leko,Leko.pgn,Leko,Peter,Leko,Peter,Peter Leko ,1979-09-08,,1994-01-01, Hungary,,Peter+Leko+chess,https://en.wikipedia.org/w/index.php?search=Peter+Leko+chess,"['Peter Leko', 'Leko (surname)', 'Classical World Chess Championship 2004', 'Stefan Leko', 'Linares International Chess Tournament', 'Wen Yang (chess player)', '2001 in chess', 'World Chess Championship 2004', 'Amber chess tournament', '2002 in chess']",Peter Leko,https://en.wikipedia.org/wiki/Peter_Leko,"Peter Leko (Hungarian: Lékó Péter; Serbian: Петер Леко); born September 8, 1979 in Subotica, Yugoslavia) is a Hungarian chess grandmaster. He became the world's youngest grandmaster in 1994. A two-time World Championship Candidate, he challenged Vladimir Kramnik in the Classical World Chess Championship 2004 and drew the match 7–7, with Kramnik retaining the title.
Leko has achieved victories in many major chess tournaments, including the annual tournaments at Dortmund, Linares, Wijk aan Zee and the Tal Memorial in Moscow. He won two team silver medals and an individual gold medal representing Hungary at eight Chess Olympiads as well as team bronze and silver and an individual silver medal at three European Team Championships.
Leko has been ranked as high as fourth in the FIDE World Rankings, which he first achieved in April 2003. He is married to Sofia Petrosian, daughter of Armenian grandmaster Arshak Petrosian who is also Leko's trainer.",Peter Leko
115,"Grigory Levenfish, 354 games",Grigory Levenfish,Levenfish.pgn,Levenfish,Grigory,Levenfish,Grigory,Grigory Levenfish,1889-03-09,1961-02-09,1950-01-01, Soviet Union,,Grigory+Levenfish+chess,https://en.wikipedia.org/w/index.php?search=Grigory+Levenfish+chess,"['Grigory Levenfish', 'Grigory', 'Vsevolod Rauzer', 'Alexander Romanovsky (chess player)', 'Moscow 1935 chess tournament', 'Solomon Gotthilf', 'Sergey Lebedev (chess player)', 'R.K. Kieseritzky', 'Isaak Mazel', 'Anatol Tschepurnoff']",Grigory Levenfish,https://en.wikipedia.org/wiki/Grigory_Levenfish,"Grigory Yakovlevich Levenfish (Russian: Григо́рий Я́ковлевич Левенфи́ш; 21 March 1889 [O.S. 9 March] in Piotrków – 9 February 1961 in Moscow) was a Russian chess grandmaster who scored his peak competitive results in the 1920s and 1930s. He was twice Soviet champion, in 1934 (jointly with Ilya Rabinovich) and 1937. In 1937 he drew a match against future world champion Mikhail Botvinnik. He also had a career as an engineer. Levenfish was a well-regarded end-game specialist and chess writer.",Grigory Levenfish
116,"Li Chao, 992 games",Li Chao,Li.pgn,Li,Li,Chao,Li,Li Chao ,1989-04-21,,2007-01-01, China,,Li+Chao+chess,https://en.wikipedia.org/w/index.php?search=Li+Chao+chess,"['Li Chao', 'Li Chao (chess player)', 'Li Qingzhao', ""Li Ch'ing-Chao (crater)"", 'Li Dazhao', 'Li Chao (footballer)', 'Li Chao (golfer)', 'Li Zhaohuan', 'Chao-Li Chi', 'Li Sizhao']",Li Chao,https://en.wikipedia.org/wiki/Li_Chao_(chess_player),"Li Chao (Chinese: 李超; pinyin: Lǐ Chāo; born 21 April 1989 in Taiyuan, Shanxi) is a Chinese chess grandmaster and Asian champion in 2013. In 2007, he became China's 23rd Grandmaster at the age of 18.
He has been a second/assistant for Wang Yue on several occasions, and both are good friends having known each other since they were children.
In chess circles he is sometimes known as ""Li Chao b"" since there is a second Chinese chess player named Li Chao.",Li Chao (chess player)
117,"Andre Lilienthal, 649 games",Andre Lilienthal,Lilienthal.pgn,Lilienthal,Andre,Lilienthal,Andor,Andor Lilienthal,1911-05-05,2010-05-08,1950-01-01, Hungary,,Andre+Lilienthal+chess,https://en.wikipedia.org/w/index.php?search=Andre+Lilienthal+chess,"['Andor Lilienthal', 'Andor', 'Viacheslav Ragozin', 'Aristide Gromer', 'Two knights endgame', 'Timeline of aviation – 19th century', '1975 Cannes Film Festival', 'Modulor', 'List of gliders (D)', 'Raab-Katzenstein RK.9 Grasmücke']",Andor Lilienthal,https://en.wikipedia.org/wiki/Andor_Lilienthal,"Andor (André, Andre, Andrei) Arnoldovich Lilienthal (May 5, 1911 – May 8, 2010) was a Soviet-born Hungarian chess Grandmaster. In his long career, he played against ten male and female world champions, beating Emanuel Lasker, José Raúl Capablanca, Alexander Alekhine, Max Euwe, Mikhail Botvinnik, Vasily Smyslov, and Vera Menchik.
At the time of his death, he was the oldest living grandmaster, and the last surviving person from the original group of grandmasters awarded the title by FIDE in 1950.",Andor Lilienthal
118,"Ljubomir Ljubojevic, 1944 games",Ljubomir Ljubojevic,Ljubojevic.pgn,Ljubojevic,Ljubomir,Ljubojevic,Ljubomir,Ljubomir Ljubojević ,1950-11-02,,1971-01-01, Serbia,,Ljubomir+Ljubojevic+chess,https://en.wikipedia.org/w/index.php?search=Ljubomir+Ljubojevic+chess,"['Ljubomir Ljubojević', 'The Great Chess Movie', 'Lubomir', 'Phillips & Drew Kings', 'Henrique Mecking', 'Canadian Open Chess Championship', 'Amber chess tournament', 'Rodolfo Tan Cardoso', '1976 in chess', 'Friðrik Ólafsson']",Ljubomir Ljubojević,https://en.wikipedia.org/wiki/Ljubomir_Ljubojevi%C4%87,Ljubomir Ljubojević (Serbian Cyrillic: Љубомир Љубојевић) is a Serbian Grandmaster of chess.,Ljubomir Ljubojević
119,"Smbat Lputian, 1552 games",Smbat Lputian,Lputian.pgn,Lputian,Smbat,Lputian,Smbat,Smbat Lputian ,1958-02-14,,1984-01-01, Armenia,,Smbat+Lputian+chess,https://en.wikipedia.org/w/index.php?search=Smbat+Lputian+chess,"['Smbat Lputian', 'Smbat', 'Paweł Blehm', 'Merab Gagunashvili', 'Yury Dokhoian', 'List of Armenian chess players', 'Artashes Minasian', 'Chess Federation of Armenia', 'Anthony Kosten', 'Karen Asrian']",Smbat Lputian,https://en.wikipedia.org/wiki/Smbat_Lputian,"Smbat Gariginovich Lputian (sometimes transliterated as Lputyan; Armenian: Սմբատ Լպուտյան; born 14 February 1958 in Yerevan) is an Armenian chess Grandmaster. He was first at tournament in Berlin 1982, shared first at Athens 1983 and at Irkutsk 1983, first at Sarajevo 1985 and at Irkutsk 1986, shared first at Hastings 1986-87 and first at Dortmund 1988. He won the Armenian Championship in 1978, 1980, 1998, and 2001. In 2006, he won a team gold medal (together with Levon Aronian, Vladimir Akopian, Karen Asrian, Gabriel Sargissian and Artashes Minasian) at the 37th Chess Olympiad. Smbat Lputyan has been the founder-president of Chess Academy of Armenia since 2002.
Lputian earned the International Master (IM) title in 1982 and the GM title in 1984.
In December 2009, he was awarded the title of ""Honoured Master of Sport of the Republic of Armenia"".
On the July 2009 FIDE list his Elo rating is 2574. His handle on the Internet Chess Club is ""SM"".
He has three children he lives with, but also has one daughter who is now living in the United Kingdom with Smbat's first wife. Ani Lputian born on 19/08/92, during the height of Smbat's career.",Smbat Lputian
120,"George MacKenzie, 198 games",George MacKenzie,MacKenzie.pgn,MacKenzie,George,MacKenzie,,,,,,,,George+MacKenzie+chess,https://en.wikipedia.org/w/index.php?search=George+MacKenzie+chess,"['George Mackenzie', 'USS George K. MacKenzie (DD-836)', 'George MacKenzie (wrestler)', 'Hector MacKenzie, Baron MacKenzie of Culkein', 'George P. MacKenzie', 'Mackenzie (surname)', 'George K. MacKenzie', 'Alexander Mackenzie', 'William Sutherland (police officer)', 'Alastair George MacKenzie']",George Mackenzie,https://en.wikipedia.org/wiki/George_Henry_Mackenzie,"George Henry Mackenzie (24 March 1837, North Kessock, Scotland – 14 April 1891, New York City) was a Scottish-American chess master.",George Henry Mackenzie
121,"Vladimir Malakhov, 1697 games",Vladimir Malakhov,Malakhov.pgn,Malakhov,Vladimir,Malakhov,Vladimir,Vladimir Malakhov ,1980-11-27,,1998-01-01, Russia,,Vladimir+Malakhov+chess,https://en.wikipedia.org/w/index.php?search=Vladimir+Malakhov+chess,"['Vladimir Malakhov', 'Vladimir Malakhov (chess player)', 'Vladimir Malakhov (footballer)', 'Vladimir Malakhov (ice hockey)', 'Malakhov', 'Vladimir Malakhov (dancer)', 'Transnistrian presidential election, 1996', 'Berlin State Ballet', 'Chess World Cup 2005', 'Polina Semionova']",Vladimir Malakhov,https://en.wikipedia.org/wiki/Vladimir_Malakhov_(chess_player),"Vladimir Malakhov (Russian: Владимир Малахов; born 27 November 1980) is a Russian chess grandmaster (1998). He was a member of the gold medal-winning Russian team at the World Team Chess Championship 2009 in Bursa.
Born in Ivanovo, Malakhov is a professional chess player, who used to work as a nuclear physicist.",Vladimir Malakhov (chess player)
122,"Shakhriyar Mamedyarov, 2169 games",Shakhriyar Mamedyarov,Mamedyarov.pgn,Mamedyarov,Shakhriyar,Mamedyarov,Shakhriyar,Shakhriyar Mamedyarov ,1985-04-12,,2002-01-01, Azerbaijan,,Shakhriyar+Mamedyarov+chess,https://en.wikipedia.org/w/index.php?search=Shakhriyar+Mamedyarov+chess,"['Shakhriyar Mamedyarov', 'Shamkir Chess', 'Tal Memorial', 'FIDE Grand Prix 2012–13', 'Ahmed Adly', 'Shahriyar', 'Igor Kurnosov', 'S. P. Sethuraman', 'Yaroslav Zherebukh', 'Sergei Azarov']",Shakhriyar Mamedyarov,https://en.wikipedia.org/wiki/Shakhriyar_Mamedyarov,"Shakhriyar Hamid oglu Mammadyarov (Azerbaijani: Şəhriyar Həmid oğlu Məmmədyarov; born 12 April 1985), also known as Shah and Shak, is an Azerbaijani chess Grandmaster.
Mamedyarov is a two-time World Junior Champion (the only male player to have won it more than once), 2013 World Rapid Chess Champion, gold-medalist at the 2012 Chess Olympiad on the third board and European Team Championships in 2009 and 2013. He is also a two time winner of Tal Memorial (2010 and 2014) and Shamkir Chess tournament (2016 and 2017). Mamedyarov played in the FIDE Candidates Tournament twice, in 2011 and 2014.",Shakhriyar Mamedyarov
123,"Geza Maroczy, 756 games",Geza Maroczy,Maroczy.pgn,Maroczy,Geza,Maroczy,,,,,,,,Geza+Maroczy+chess,https://en.wikipedia.org/w/index.php?search=Geza+Maroczy+chess,"['Géza Maróczy', 'Maroczy', 'Maróczy Bind', 'Nuremberg 1896 chess tournament', 'Imre Korody', 'Paul Johner', 'Pál Réthy', 'Miklós Bródy', 'New York 1924 chess tournament', 'Adolf Georg Olland']",Géza Maróczy,https://en.wikipedia.org/wiki/G%C3%A9za_Mar%C3%B3czy,"Géza Maróczy (Hungarian pronunciation: [ˈmɒroːt͡si ˈɡeːzɒ]; 3 March 1870 – 29 May 1951) was a leading Hungarian chess master, one of the best players in the world in his time. He was also a practicing engineer.",Géza Maróczy
124,"Frank Marshall, 1027 games",Frank Marshall,Marshall.pgn,Marshall,Frank,Marshall,,,,,,,,Frank+Marshall+chess,https://en.wikipedia.org/w/index.php?search=Frank+Marshall+chess,"['Frank Marshall', 'Frank Marshall (producer)', 'Frank Marshall (chess player)', 'Frank Marshall, Baron Marshall of Leeds', 'Frank Marshall (pianist)', 'Frank Marshall (footballer, born 1929)', 'Frank Marshall (footballer, born 1904)', 'Frank Marshall Davis', 'Thomas Frank Marshall', 'Lord Marshall']",Frank Marshall,https://en.wikipedia.org/wiki/Frank_Marshall_(chess_player),"Frank James Marshall (August 10, 1877 – November 9, 1944) was the U.S. Chess Champion from 1909 to 1936, and one of the world's strongest chess players in the early part of the 20th century.",Frank Marshall (chess player)
125,"Alexander McDonnell, 106 games",Alexander McDonnell,McDonnell.pgn,McDonnell,Alexander,McDonnell,,,,,,,,Alexander+McDonnell+chess,https://en.wikipedia.org/w/index.php?search=Alexander+McDonnell+chess,"['Alexander McDonnell', 'Alexander McDonnell, 9th Earl of Antrim', 'McDonnell (surname)', 'Alexander McDonnell (disambiguation)', 'Flora McDonnell', 'Alexander MacDonnell', 'Alexander McDonnell (engineer)', 'Sir Alexander Macdonnell, 1st Baronet', 'La Bourdonnais – McDonnell chess matches', 'Alexander Macdonell']",Alexander McDonnell,https://en.wikipedia.org/wiki/Alexander_McDonnell,"Alexander McDonnell (1798–1835) was an Irish chess master, who contested a series of six matches with the world’s leading player Louis-Charles Mahé de La Bourdonnais in the summer of 1834.",Alexander McDonnell
126,"Luke McShane, 1250 games",Luke McShane,McShane.pgn,McShane,Luke,McShane,Luke,Luke McShane ,1984-01-07,,2000-01-01, England,,Luke+McShane+chess,https://en.wikipedia.org/w/index.php?search=Luke+McShane+chess,"['Luke McShane', 'Luke McShane (footballer)', 'Paul McShane (footballer)', 'McShane (name)', 'Matthew McShane', 'Shane McMahon', 'London Chess Classic', 'Luís Galego', ""St Luke's High School"", 'Eduardas Rozentalis']",Luke McShane,https://en.wikipedia.org/wiki/Luke_McShane,"Luke James McShane (born 7 January 1984) is an English chess player. A former World Youth Champion and chess prodigy, he has become one of England's leading players and a member of the Olympiad team. He has also been a trader in London's financial sector.",Luke McShane
127,"Henrique Mecking, 579 games",Henrique Mecking,Mecking.pgn,Mecking,Henrique,Mecking,Henrique,Henrique Mecking ,1952-01-23,,1972-01-01, Brazil,,Henrique+Mecking+chess,https://en.wikipedia.org/w/index.php?search=Henrique+Mecking+chess,"['Henrique Mecking', 'Henrique', 'João de Souza Mendes', 'Raimundo Garcia', 'Tan Lian Ann', 'Jorge Szmetan', 'Khosro Harandi', 'Oscar Quiñones (chess player)', 'Miguel Cuéllar', 'San Antonio 1972 chess tournament']",Henrique Mecking,https://en.wikipedia.org/wiki/Henrique_Mecking,"Henrique Costa Mecking (born 23 January 1952), also known as Mequinho, is a Brazilian chess grandmaster who reached his zenith in the 1970s and is still one of the strongest players in Brazil. He was a chess prodigy, drawing comparisons to Bobby Fischer, although he did not achieve the International Grandmaster title until 1972. He won the Interzonals of Petropolis 1973 and Manila 1976. His highest FIDE rating is 2635, achieved in 1977, when he was ranked No. 3 in the world http://www.olimpbase.org/Elo/Elo197801e.html He is the first Brazilian to become a grandmaster. Despite winning his first national championship at the age of 13, he played in very few tournaments. He won at Vršac in 1971 and finished third with Robert Byrne (after the co-winners Anatoly Karpov and Viktor Korchnoi) at Hastings in 1971–72. In 1975, he twice shared second place behind Ljubomir Ljubojević, firstly at Las Palmas with Ulf Andersson and Mikhail Tal and then at Manila with Lev Polugaevsky, Bent Larsen and Helmut Pfleger.
He was considered a contender for the World Championship in the mid-1970s, however his chess career was interrupted by a serious illness.
Mecking played for Brazil in the Chess Olympiads of 1968, 1974, 2002 and 2004.",Henrique Mecking
128,"Vladas Mikenas, 497 games",Vladas Mikenas,Mikenas.pgn,Mikenas,Vladas,Mikenas,,,,,,,,Vladas+Mikenas+chess,https://en.wikipedia.org/w/index.php?search=Vladas+Mikenas+chess,"['Vladas Mikėnas', 'Mikėnas', 'Vladas', 'Baltic Chess Championship', 'Vladimirs Petrovs', 'Lithuanian Chess Championship', 'Iivo Nei', 'Theodor Germann', 'Vidrik Rootare', 'Isakas Vistaneckis']",Vladas Mikėnas,https://en.wikipedia.org/wiki/Vladas_Mik%C4%97nas,"Vladas Mikėnas (17 April 1910 – 3 November 1992) was a Lithuanian International Master of chess, an Honorary Grandmaster, and a journalist.",Vladas Mikėnas
129,"Anthony Miles, 2614 games",Anthony Miles,Miles.pgn,Miles,Anthony,Miles,Tony,Tony Miles,1955-04-23,2001-11-12,1976-01-01, England,,Anthony+Miles+chess,https://en.wikipedia.org/w/index.php?search=Anthony+Miles+chess,"['Tony Miles (disambiguation)', 'Anthony Miles (Australian footballer)', 'Anthony Miles (basketball)', 'Miles Benjamin Anthony Robinson', 'Tony Miles', 'A. D. Miles', 'St. Anthony, Minnesota', 'St. Anthony, Idaho', 'Anthony, Kansas', 'Anthony, Texas']",Tony Miles (disambiguation),https://en.wikipedia.org/wiki/Tony_Miles,"Anthony John Miles (23 April 1955 – 12 November 2001) was an English chess Grandmaster, the first Englishman to earn the Grandmaster title in over-the-board play.",Tony Miles
130,"Vadim Milov, 1381 games",Vadim Milov,Milov.pgn,Milov,Vadim,Milov,Leonid,,,,,,,Vadim+Milov+chess,https://en.wikipedia.org/w/index.php?search=Vadim+Milov+chess,"['Vadim Milov', 'Milov', 'Marc Tyler Arnold', 'Tamaz Gelashvili', 'Alexander Shabalov', 'Sergey Zagrebelny', 'Gadir Guseinov', 'FIDE World Chess Championship 1999', 'Alexandra Kosteniuk', 'List of Israeli chess players']",Vadim Milov,https://en.wikipedia.org/wiki/Vadim_Milov,Vadim Milov (born 1 August 1972) is a Swiss grandmaster of chess.,Vadim Milov
131,"Alexander Morozevich, 2149 games",Alexander Morozevich,Morozevich.pgn,Morozevich,Alexander,Morozevich,Alexander,Alexander Morozevich ,1977-07-18,,1994-01-01, Russia,,Alexander+Morozevich+chess,https://en.wikipedia.org/w/index.php?search=Alexander+Morozevich+chess,"['Alexander Morozevich', 'Chigorin Defense', 'Sergei Rublevsky', 'Amber chess tournament', 'Tal Memorial', 'Chess World Cup 2000', '2001 in chess', '4NCL', 'Chess World Cup 2002', '2002 in chess']",Alexander Morozevich,https://en.wikipedia.org/wiki/Alexander_Morozevich,"Alexander Sergeyevich Morozevich (Russian: Александр Серге́евич Морозе́вич; born July 18, 1977) is a Russian chess Grandmaster.
Morozevich is a two-time World Championship Candidate (2005, 2007), two-time Russian Champion and has represented Russia in seven Olympiads, winning numerous team and board medals.
He has won both the Melody Amber (alone 2002, shared 2004, 2006, 2008) and Biel (2003, 2004, 2006) tournaments several times.
Morozevich is known for his aggressive and unorthodox playing style. His peak ranking was second in the world in July 2008.",Alexander Morozevich
132,"Paul Morphy, 211 games",Paul Morphy,Morphy.pgn,Morphy,Paul,Morphy,,,,,,,,Paul+Morphy+chess,https://en.wikipedia.org/w/index.php?search=Paul+Morphy+chess,"['Paul Morphy', 'Alonzo Morphy', 'Staunton–Morphy controversy', 'Morphy number', 'Morphy (disambiguation)', 'Morphy versus the Duke of Brunswick and Count Isouard', 'Frederick Deacon', 'Félix Sicre', 'Paul Murphy', 'American Chess Association']",Paul Morphy,https://en.wikipedia.org/wiki/Paul_Morphy,"Paul Charles Morphy (June 22, 1837 – July 10, 1884) was an American chess player. He is considered to have been the greatest chess master of his era and an unofficial World Chess Champion. He was a chess prodigy. He was called ""The Pride and Sorrow of Chess"" because he had a brilliant chess career but retired from the game while still young. Bobby Fischer included him in his list of the ten greatest players of all time, and described him as ""perhaps the most accurate player who ever lived"".
Morphy was born in New Orleans, Louisiana, to a wealthy and distinguished family. He learned to play chess by simply watching games between his father and uncle. His family soon recognised the boy's talent and encouraged him to play at family gatherings, and by the age of nine he was considered to be one of the best players in New Orleans. At just twelve years of age, Morphy defeated visiting Hungarian master Johann Löwenthal in a match of three games.
After receiving his degree in 1857, Morphy was not yet of legal age to practice law and found himself with free time. He received an invitation to play at the First American Chess Congress in New York City, and, at his uncle's urging, accepted. Morphy won the tournament, which included strong players such as Alexander Meek and Louis Paulsen. Morphy was hailed as the chess champion of the United States and stayed in New York playing chess through 1857, winning the vast majority of his games. In 1858, Morphy travelled to Europe to play European Champion Howard Staunton. Morphy played almost every strong player in Europe, usually winning easily. The match with Staunton never materialized, but Morphy was hailed by most in Europe as the world's best player.
Returning to the United States in triumph, Morphy toured the major cities playing chess on his way back to New Orleans. By 1859, on returning to New Orleans, Morphy declared he was retiring from chess to begin his law career. However, Morphy was never able to establish a successful law practice and ultimately lived a life of idleness, living off his family's fortune. Despite appeals from his chess admirers, Morphy never returned to the game, and died in 1884 from a stroke at the age of 47.",Paul Morphy
133,"Alexander Motylev, 1696 games",Alexander Motylev,Motylev.pgn,Motylev,Alexander,Motylev,Alexander,Alexander Motylev ,1979-06-17,,2000-01-01, Russia,,Alexander+Motylev+chess,https://en.wikipedia.org/w/index.php?search=Alexander+Motylev+chess,"['Alexander Motylev', '2014 European Individual Chess Championship', 'Arnaud Hauchard', 'Alexander Lastin', 'Michael Roiz', 'Vladimir Akopian', 'Ivan Bukavshin', 'Liang Chong', 'Dragan Šolak', 'Boris Savchenko']",Alexander Motylev,https://en.wikipedia.org/wiki/Alexander_Motylev,"Alexander Anatolyevich Motylev (Russian: Александр Анатольевич Мотылёв; born 17 June 1979) is a Russian chess grandmaster, a former European champion and a former Russian champion. He is also Sergey Karjakin's trainer and one of the coaches of the Russian national team.",Alexander Motylev
134,"Sergei Movsesian, 2573 games",Sergei Movsesian,Movsesian.pgn,Movsesian,Sergei,Movsesian,Sergei,Sergei Movsesian ,1978-11-03,,1997-01-01, Armenia,,Sergei+Movsesian+chess,https://en.wikipedia.org/w/index.php?search=Sergei+Movsesian+chess,"['Sergei Movsesian', 'Movsesian', 'Alexander Moroz (chess player)', 'Andrei Deviatkin', 'Mika Karttunen', 'Mark Paragua', 'Constantin Lupulescu', 'Slovak Chess Championship', 'Igor Kurnosov', 'List of Armenian chess players']",Sergei Movsesian,https://en.wikipedia.org/wiki/Sergei_Movsesian,"Sergei Movsesian (Armenian: Սերգեյ Մովսիսյան; born 3 November 1978 in Tbilisi) is an Armenian chess Grandmaster who played for the Czech Republic for most of his career. Later he represented Slovakia which offered him citizenship. On December 30, 2010 Movsesian started to represent his ancestral country of Armenia. He was a member of the gold medal-winning Armenian team at the 2011 World Team Chess Championship in Ningbo.",Sergei Movsesian
135,"Mariya Muzychuk, 1042 games",Mariya Muzychuk,Muzychuk.pgn,Muzychuk,Mariya,Muzychuk,Anna,,,,,,,Mariya+Muzychuk+chess,https://en.wikipedia.org/w/index.php?search=Mariya+Muzychuk+chess,"['Mariya Muzychuk', 'Muzychuk', 'Anna Muzychuk', ""Women's World Chess Championship 2015"", '2016 in chess', ""Women's World Chess Championship 2016"", 'Mariya', ""FIDE Women's Grand Prix 2015–16"", ""Women's event at the 42nd Chess Olympiad"", ""Women's World Team Chess Championship 2009""]",Mariya Muzychuk,https://en.wikipedia.org/wiki/Mariya_Muzychuk,"Mariya Olegivna Muzychuk (Ukrainian: Марія Олегівна Музичук; born 21 September 1992) is a Ukrainian chess player and Women's World Chess Champion from April 2015 to March 2016. She is also a twice women's champion of Ukraine (2012, 2013), World Team and European Team champion with Ukraine in 2013 and bronze medal winner of the 2012 and 2014 Chess Olympiad with Ukraine.",Mariya Muzychuk
136,"Miguel Najdorf, 1604 games",Miguel Najdorf,Najdorf.pgn,Najdorf,Miguel,Najdorf,Miguel,Miguel Najdorf,1910-04-15,1997-07-04,1950-01-01, Argentina,,Miguel+Najdorf+chess,https://en.wikipedia.org/w/index.php?search=Miguel+Najdorf+chess,"['Miguel Najdorf', 'Najdorf', 'Sicilian Defence, Najdorf Variation', 'Dallas 1957 chess tournament', 'Jiří Pelikán (chess player)', 'Chris de Ronde', 'Polish Immortal', 'Arturo Liebstein', 'Gideon Ståhlberg', 'Benito Villegas']",Miguel Najdorf,https://en.wikipedia.org/wiki/Miguel_Najdorf,"Miguel Najdorf (born Mojsze Mendel Najdorf) (15 April 1910 – 4 July 1997) was a Polish-Argentine chess grandmaster. Originally from Poland, he was in Argentina when World War II began in 1939, and he stayed and settled there. He was a leading world player in the 1940s and 1950s, and is also known for the Najdorf Variation, one of the most popular of all chess openings.",Miguel Najdorf
137,"Evgeny Najer, 1671 games",Evgeny Najer,Najer.pgn,Najer,Evgeny,Najer,Evgeniy,Evgeniy Najer ,1977-06-22,,1999-01-01, Russia,,Evgeny+Najer+chess,https://en.wikipedia.org/w/index.php?search=Evgeny+Najer+chess,"['Evgeniy Najer', 'Dmitry Jakovenko', 'World Open chess tournament', 'Lázaro Bruzón', 'Kaido Külaots', 'List of Russian chess players', 'Chess World Cup 2007', 'Chess World Cup 2005', 'Cappelle-la-Grande Open', 'Hou Yifan']",Evgeniy Najer,https://en.wikipedia.org/wiki/Evgeniy_Najer,Evgeniy Najer (Russian: Евгений Наер; born 22 June 1977 in Moscow) is a Russian chess grandmaster and the European champion of 2015. He is also one of the coaches of the Russian women's national team.,Evgeniy Najer
138,"Hikaru Nakamura, 2221 games",Hikaru Nakamura,Nakamura.pgn,Nakamura,Hikaru,Nakamura,Hikaru,Hikaru Nakamura ,1987-12-09,,2003-01-01, United States,,Hikaru+Nakamura+chess,https://en.wikipedia.org/w/index.php?search=Hikaru+Nakamura+chess,"['Hikaru Nakamura', 'Hikaru Nakamura (artist)', 'Hikaru', 'Zurich Chess Challenge', '2016 US Chess Championship', 'Jūni Taisen', 'Nakamura (surname)', 'Hikaru no Go', 'Laura Aspis Prize', '2011 in chess']",Hikaru Nakamura,https://en.wikipedia.org/wiki/Hikaru_Nakamura,"Hikaru Nakamura (ヒカル・ナカムラ, Nakamura Hikaru, born December 9, 1987) is an American chess grandmaster.
He is a four-time United States Chess Champion, who won the 2011 edition of Tata Steel Group A and represented the United States at five Chess Olympiads, winning a team gold medal and two team bronze medals. He has also written a book about bullet chess called Bullet Chess: One Minute to Mate.
His peak USCF rating was 2900 in August 2015. In October 2015, he reached his peak FIDE rating of 2816, which ranked him second in the world. In May 2014, when FIDE began publishing official rapid and blitz chess ratings, Nakamura ranked number one in the world on both lists.

",Hikaru Nakamura
